;tmsp;country;amount;success;PSP;3D_secured;card
24917;2019-01-30 06:20:36;Germany;39;1;Goldcard;1;Visa
24918;2019-01-30 06:21:58;Germany;84;1;UK_Card;0;Master
24919;2019-01-30 06:27:55;Austria;205;1;UK_Card;0;Master
24920;2019-01-30 06:29:22;Germany;157;0;Simplecard;1;Master
24921;2019-01-30 06:34:20;Austria;194;0;UK_Card;0;Master
24922;2019-01-30 06:34:50;Austria;194;0;Simplecard;0;Master
24923;2019-01-30 06:37:12;Germany;288;0;UK_Card;1;Diners
24924;2019-01-30 06:37:42;Germany;288;0;UK_Card;1;Diners
24925;2019-01-30 06:37:55;Germany;288;0;UK_Card;1;Diners
24926;2019-01-30 06:42:30;Germany;443;0;Goldcard;1;Master
24927;2019-01-30 06:42:31;Germany;443;0;UK_Card;1;Master
24928;2019-01-30 06:45:00;Germany;184;0;Goldcard;0;Master
24929;2019-01-30 06:45:17;Germany;184;0;Moneycard;0;Master
24930;2019-01-30 06:46:02;Germany;184;0;Simplecard;0;Master
24931;2019-01-30 06:48:55;Switzerland;271;0;UK_Card;0;Master
24932;2019-01-30 06:49:12;Switzerland;271;0;Simplecard;0;Master
24933;2019-01-30 06:50:14;Switzerland;183;0;UK_Card;1;Master
24934;2019-01-30 06:50:46;Switzerland;183;0;Moneycard;1;Master
24935;2019-01-30 06:51:14;Switzerland;183;0;Simplecard;1;Master
24936;2019-01-30 06:52:46;Germany;191;0;Simplecard;0;Visa
24937;2019-01-30 06:55:41;Austria;372;0;Goldcard;0;Visa
24938;2019-01-30 06:56:30;Austria;372;0;UK_Card;0;Visa
24939;2019-01-30 06:58:01;Germany;73;1;Moneycard;0;Master
24940;2019-01-30 06:59:43;Germany;337;0;Moneycard;0;Master
24941;2019-01-30 07:05:54;Germany;167;0;Simplecard;0;Master
24942;2019-01-30 07:06:49;Germany;167;0;Simplecard;0;Master
24943;2019-01-30 07:07:47;Germany;167;0;Goldcard;0;Master
24944;2019-01-30 07:08:36;Germany;167;0;UK_Card;0;Master
24945;2019-01-30 07:08:49;Germany;167;0;UK_Card;0;Master
24946;2019-01-30 07:11:30;Germany;208;0;Simplecard;0;Master
24947;2019-01-30 07:14:48;Austria;148;0;Simplecard;0;Master
24948;2019-01-30 07:18:19;Austria;213;0;Moneycard;0;Visa
24949;2019-01-30 07:20:06;Austria;195;0;Simplecard;0;Master
24950;2019-01-30 07:22:18;Germany;386;0;Simplecard;0;Visa
24951;2019-01-30 07:27:45;Germany;392;0;UK_Card;0;Master
24952;2019-01-30 07:31:24;Germany;281;0;Moneycard;0;Master
24953;2019-01-30 07:35:29;Switzerland;200;0;Simplecard;0;Visa
24954;2019-01-30 07:35:38;Switzerland;200;0;Moneycard;0;Visa
24955;2019-01-30 07:36:47;Germany;106;0;Goldcard;1;Visa
24956;2019-01-30 07:37:04;Germany;106;0;UK_Card;1;Visa
24957;2019-01-30 07:37:44;Germany;106;0;UK_Card;1;Visa
24958;2019-01-30 07:37:53;Germany;106;1;UK_Card;1;Visa
24959;2019-01-30 07:41:30;Austria;278;0;UK_Card;0;Master
24960;2019-01-30 07:43:39;Germany;25;1;UK_Card;0;Master
24961;2019-01-30 07:45:10;Austria;309;0;UK_Card;0;Visa
24962;2019-01-30 07:45:41;Austria;309;0;UK_Card;0;Visa
24963;2019-01-30 07:49:33;Germany;189;1;UK_Card;0;Master
24964;2019-01-30 07:53:36;Germany;150;0;UK_Card;0;Diners
24965;2019-01-30 07:55:01;Germany;146;1;UK_Card;1;Diners
24966;2019-01-30 07:56:47;Germany;266;1;Moneycard;0;Master
24967;2019-01-30 07:58:14;Austria;308;0;UK_Card;1;Visa
24968;2019-01-30 07:58:39;Austria;308;0;UK_Card;1;Visa
24969;2019-01-30 08:07:13;Germany;19;0;Simplecard;0;Master
24970;2019-01-30 08:11:08;Germany;198;0;UK_Card;0;Master
24971;2019-01-30 08:11:18;Germany;198;0;UK_Card;0;Master
24972;2019-01-30 08:11:26;Germany;198;1;UK_Card;0;Master
24973;2019-01-30 08:13:22;Austria;227;1;Goldcard;0;Visa
24974;2019-01-30 08:15:49;Austria;27;1;UK_Card;0;Master
24975;2019-01-30 08:20:04;Germany;21;1;UK_Card;0;Diners
24976;2019-01-30 08:21:12;Germany;287;0;UK_Card;0;Master
24977;2019-01-30 08:21:50;Germany;287;0;Moneycard;0;Master
24978;2019-01-30 08:22:43;Germany;287;0;UK_Card;0;Master
24979;2019-01-30 08:22:45;Germany;287;0;Moneycard;0;Master
24980;2019-01-30 08:24:25;Germany;194;0;UK_Card;0;Master
24981;2019-01-30 08:24:38;Germany;194;0;Simplecard;0;Master
24982;2019-01-30 08:26:21;Germany;86;0;Moneycard;1;Visa
24983;2019-01-30 08:29:21;Switzerland;227;1;Goldcard;1;Visa
24984;2019-01-30 08:31:06;Austria;303;0;Moneycard;0;Master
24985;2019-01-30 08:32:03;Austria;303;0;Simplecard;0;Master
24986;2019-01-30 08:32:15;Austria;303;0;Moneycard;0;Master
24987;2019-01-30 08:32:41;Austria;303;0;Moneycard;0;Master
24988;2019-01-30 08:42:04;Switzerland;126;0;UK_Card;0;Master
24989;2019-01-30 08:42:33;Switzerland;126;0;UK_Card;0;Master
24990;2019-01-30 08:42:50;Switzerland;126;0;UK_Card;0;Master
24991;2019-01-30 08:43:56;Switzerland;271;0;Simplecard;0;Visa
24992;2019-01-30 08:49:47;Germany;250;0;UK_Card;0;Diners
24993;2019-01-30 08:50:20;Germany;250;0;UK_Card;0;Diners
24994;2019-01-30 08:53:49;Switzerland;148;1;UK_Card;0;Master
24995;2019-01-30 09:04:30;Germany;141;0;Moneycard;0;Diners
24996;2019-01-30 09:04:32;Germany;141;1;Simplecard;0;Diners
24997;2019-01-30 09:06:56;Germany;352;1;UK_Card;0;Visa
24998;2019-01-30 09:09:21;Switzerland;398;0;Simplecard;1;Master
24999;2019-01-30 09:09:49;Switzerland;398;1;Goldcard;1;Master
25000;2019-01-30 09:14:40;Austria;383;0;Simplecard;0;Master
25001;2019-01-30 09:18:24;Austria;195;1;Goldcard;0;Visa
25002;2019-01-30 09:19:32;Germany;191;0;UK_Card;0;Master
25003;2019-01-30 09:20:09;Germany;191;0;UK_Card;0;Master
25004;2019-01-30 09:20:56;Germany;191;0;UK_Card;0;Master
25005;2019-01-30 09:21:50;Germany;191;0;Simplecard;0;Master
25006;2019-01-30 09:22:13;Germany;191;0;Simplecard;0;Master
25007;2019-01-30 09:24:59;Germany;269;0;Simplecard;0;Master
25008;2019-01-30 09:26:41;Germany;100;0;UK_Card;0;Visa
25009;2019-01-30 09:27:05;Germany;100;0;UK_Card;0;Visa
25010;2019-01-30 09:27:21;Germany;100;0;UK_Card;0;Visa
25011;2019-01-30 09:31:51;Germany;292;0;Simplecard;0;Diners
25012;2019-01-30 09:36:49;Austria;89;0;UK_Card;0;Visa
25013;2019-01-30 09:37:33;Austria;89;0;UK_Card;0;Visa
25014;2019-01-30 09:38:31;Austria;89;0;UK_Card;0;Visa
25015;2019-01-30 09:42:45;Switzerland;347;0;Simplecard;0;Master
25016;2019-01-30 09:43:41;Switzerland;347;0;Simplecard;0;Master
25017;2019-01-30 09:44:26;Switzerland;347;0;UK_Card;0;Master
25018;2019-01-30 09:47:50;Germany;322;0;Goldcard;0;Visa
25019;2019-01-30 09:50:04;Germany;121;0;Goldcard;0;Master
25020;2019-01-30 09:50:57;Germany;121;1;UK_Card;0;Master
25021;2019-01-30 09:53:06;Germany;158;0;UK_Card;0;Master
25022;2019-01-30 09:53:11;Germany;158;0;UK_Card;0;Master
25023;2019-01-30 09:53:59;Germany;158;0;UK_Card;0;Master
25024;2019-01-30 09:57:57;Germany;204;0;UK_Card;0;Visa
25025;2019-01-30 09:58:42;Germany;204;0;Simplecard;0;Visa
25026;2019-01-30 10:02:34;Switzerland;209;0;Simplecard;1;Master
25027;2019-01-30 10:02:52;Switzerland;209;0;UK_Card;1;Master
25028;2019-01-30 10:06:36;Germany;218;0;UK_Card;0;Master
25029;2019-01-30 10:07:33;Germany;218;0;UK_Card;0;Master
25030;2019-01-30 10:09:51;Germany;348;0;UK_Card;0;Master
25031;2019-01-30 10:10:15;Germany;348;0;UK_Card;0;Master
25032;2019-01-30 10:10:31;Germany;348;1;UK_Card;0;Master
25033;2019-01-30 10:11:50;Germany;207;0;Simplecard;0;Visa
25034;2019-01-30 10:12:07;Germany;207;0;Simplecard;0;Visa
25035;2019-01-30 10:15:34;Germany;308;1;UK_Card;0;Visa
25036;2019-01-30 10:18:30;Germany;48;0;UK_Card;1;Diners
25037;2019-01-30 10:18:36;Germany;48;0;UK_Card;1;Diners
25038;2019-01-30 10:18:48;Germany;48;1;Simplecard;1;Diners
25039;2019-01-30 10:21:15;Austria;262;0;UK_Card;0;Diners
25040;2019-01-30 10:21:30;Austria;262;0;UK_Card;0;Diners
25041;2019-01-30 10:22:42;Germany;246;0;Simplecard;0;Master
25042;2019-01-30 10:25:36;Austria;209;0;UK_Card;0;Master
25043;2019-01-30 10:26:02;Austria;209;0;Simplecard;0;Master
25044;2019-01-30 10:27:35;Switzerland;173;0;UK_Card;0;Diners
25045;2019-01-30 10:28:23;Switzerland;173;0;UK_Card;0;Diners
25046;2019-01-30 10:29:23;Switzerland;173;0;UK_Card;0;Diners
25047;2019-01-30 10:30:09;Switzerland;173;1;UK_Card;0;Diners
25048;2019-01-30 10:32:47;Switzerland;154;0;Moneycard;0;Visa
25049;2019-01-30 10:33:20;Switzerland;154;0;Moneycard;0;Visa
25050;2019-01-30 10:33:49;Switzerland;154;0;Simplecard;0;Visa
25051;2019-01-30 10:34:49;Switzerland;154;1;Simplecard;0;Visa
25052;2019-01-30 10:36:18;Germany;191;1;Simplecard;0;Diners
25053;2019-01-30 10:37:24;Germany;134;0;Moneycard;0;Master
25054;2019-01-30 10:40:42;Switzerland;204;0;UK_Card;0;Diners
25055;2019-01-30 10:41:09;Switzerland;204;1;UK_Card;0;Diners
25056;2019-01-30 10:44:11;Switzerland;185;0;UK_Card;0;Visa
25057;2019-01-30 10:46:29;Germany;126;0;UK_Card;0;Master
25058;2019-01-30 10:47:22;Germany;126;1;UK_Card;0;Master
25059;2019-01-30 10:49:04;Austria;99;0;UK_Card;0;Diners
25060;2019-01-30 10:50:35;Germany;275;0;UK_Card;0;Master
25061;2019-01-30 10:56:18;Austria;260;0;UK_Card;0;Master
25062;2019-01-30 10:59:26;Germany;252;0;Moneycard;0;Diners
25063;2019-01-30 11:00:16;Germany;252;0;Moneycard;0;Diners
25064;2019-01-30 11:00:36;Germany;252;0;Simplecard;0;Diners
25065;2019-01-30 11:01:25;Germany;252;0;UK_Card;0;Diners
25066;2019-01-30 11:01:26;Germany;252;0;Goldcard;0;Diners
25067;2019-01-30 11:01:49;Germany;252;0;UK_Card;0;Diners
25068;2019-01-30 11:03:22;Austria;120;0;UK_Card;0;Visa
25069;2019-01-30 11:06:45;Austria;49;0;Simplecard;0;Visa
25070;2019-01-30 11:08:40;Switzerland;269;1;Simplecard;1;Master
25071;2019-01-30 11:12:01;Germany;195;0;Simplecard;0;Master
25072;2019-01-30 11:15:47;Germany;284;0;Simplecard;0;Master
25073;2019-01-30 11:17:20;Germany;243;0;UK_Card;0;Visa
25074;2019-01-30 11:18:48;Switzerland;333;0;Simplecard;0;Diners
25075;2019-01-30 11:19:04;Switzerland;333;0;UK_Card;0;Diners
25076;2019-01-30 11:22:25;Germany;193;0;Simplecard;1;Master
25077;2019-01-30 11:26:08;Germany;105;0;UK_Card;0;Visa
25078;2019-01-30 11:26:14;Germany;105;0;Simplecard;0;Visa
25079;2019-01-30 11:28:11;Germany;221;0;Simplecard;1;Diners
25080;2019-01-30 11:30:54;Austria;274;1;Moneycard;0;Diners
25081;2019-01-30 11:38:09;Switzerland;231;0;Simplecard;0;Master
25082;2019-01-30 11:42:16;Germany;346;0;UK_Card;0;Master
25083;2019-01-30 11:42:23;Germany;346;0;UK_Card;0;Master
25084;2019-01-30 11:43:18;Germany;346;0;Simplecard;0;Master
25085;2019-01-30 11:43:35;Germany;346;1;Simplecard;0;Master
25086;2019-01-30 11:48:39;Germany;197;0;Simplecard;0;Visa
25087;2019-01-30 11:50:02;Germany;151;0;Simplecard;0;Master
25088;2019-01-30 11:52:41;Austria;51;1;Moneycard;0;Master
25089;2019-01-30 11:54:10;Germany;181;1;Simplecard;1;Master
25090;2019-01-30 11:55:27;Germany;113;0;Simplecard;0;Master
25091;2019-01-30 11:57:33;Germany;349;0;UK_Card;0;Master
25092;2019-01-30 11:58:38;Germany;73;0;Simplecard;0;Master
25093;2019-01-30 11:58:43;Germany;73;0;Simplecard;0;Master
25094;2019-01-30 12:01:44;Switzerland;228;0;Moneycard;1;Visa
25095;2019-01-30 12:02:22;Switzerland;228;0;UK_Card;1;Visa
25096;2019-01-30 12:02:45;Switzerland;228;0;Moneycard;1;Visa
25097;2019-01-30 12:04:17;Austria;290;0;Goldcard;0;Master
25098;2019-01-30 12:04:18;Austria;290;0;UK_Card;0;Master
25099;2019-01-30 12:04:33;Austria;290;1;Moneycard;0;Master
25100;2019-01-30 12:06:30;Germany;139;0;Moneycard;1;Visa
25101;2019-01-30 12:06:57;Germany;139;1;UK_Card;1;Visa
25102;2019-01-30 12:08:34;Austria;89;0;UK_Card;0;Diners
25103;2019-01-30 12:09:14;Austria;89;0;UK_Card;0;Diners
25104;2019-01-30 12:09:42;Austria;89;0;Simplecard;0;Diners
25105;2019-01-30 12:12:38;Germany;452;0;Moneycard;0;Master
25106;2019-01-30 12:13:41;Germany;169;1;Goldcard;0;Master
25107;2019-01-30 12:14:44;Germany;290;0;Goldcard;0;Visa
25108;2019-01-30 12:16:36;Switzerland;167;0;UK_Card;0;Diners
25109;2019-01-30 12:17:01;Switzerland;167;0;Simplecard;0;Diners
25110;2019-01-30 12:20:46;Germany;353;0;Simplecard;0;Master
25111;2019-01-30 12:21:42;Germany;353;0;Simplecard;0;Master
25112;2019-01-30 12:24:37;Switzerland;280;0;Simplecard;0;Master
25113;2019-01-30 12:25:42;Germany;236;0;UK_Card;0;Diners
25114;2019-01-30 12:27:27;Austria;178;1;UK_Card;0;Diners
25115;2019-01-30 12:32:28;Germany;175;0;Simplecard;0;Visa
25116;2019-01-30 12:34:12;Germany;165;0;Simplecard;1;Master
25117;2019-01-30 12:36:48;Switzerland;184;1;UK_Card;0;Master
25118;2019-01-30 12:39:33;Switzerland;257;0;UK_Card;0;Master
25119;2019-01-30 12:39:57;Switzerland;257;0;Simplecard;0;Master
25120;2019-01-30 12:40:18;Switzerland;257;0;UK_Card;0;Master
25121;2019-01-30 12:40:37;Switzerland;257;0;Simplecard;0;Master
25122;2019-01-30 12:42:48;Germany;121;0;Moneycard;0;Master
25123;2019-01-30 12:44:33;Switzerland;251;0;UK_Card;0;Master
25124;2019-01-30 12:45:36;Germany;78;0;Simplecard;0;Master
25125;2019-01-30 12:45:54;Germany;78;0;Simplecard;0;Master
25126;2019-01-30 12:45:57;Germany;78;0;Moneycard;0;Master
25127;2019-01-30 12:47:35;Switzerland;198;0;Moneycard;0;Master
25128;2019-01-30 12:51:33;Austria;262;1;UK_Card;1;Master
25129;2019-01-30 12:53:33;Switzerland;173;1;Goldcard;1;Visa
25130;2019-01-30 12:57:11;Germany;399;0;Simplecard;0;Diners
25131;2019-01-30 12:58:09;Germany;399;0;UK_Card;0;Diners
25132;2019-01-30 12:58:40;Germany;399;1;Moneycard;0;Diners
25133;2019-01-30 13:00:36;Germany;180;0;Moneycard;0;Visa
25134;2019-01-30 13:03:27;Germany;228;0;Moneycard;0;Master
25135;2019-01-30 13:04:40;Switzerland;239;0;UK_Card;0;Master
25136;2019-01-30 13:06:00;Germany;322;0;Simplecard;1;Master
25137;2019-01-30 13:09:32;Germany;305;1;Simplecard;0;Diners
25138;2019-01-30 13:12:53;Germany;196;1;UK_Card;0;Master
25139;2019-01-30 13:20:45;Germany;59;1;Moneycard;0;Master
25140;2019-01-30 13:22:37;Germany;156;0;Moneycard;0;Diners
25141;2019-01-30 13:23:03;Germany;156;0;UK_Card;0;Diners
25142;2019-01-30 13:24:20;Germany;238;0;Goldcard;1;Diners
25143;2019-01-30 13:25:06;Germany;238;1;Moneycard;1;Diners
25144;2019-01-30 13:26:12;Germany;291;0;Simplecard;0;Master
25145;2019-01-30 13:26:18;Germany;291;0;Simplecard;0;Master
25146;2019-01-30 13:27:16;Germany;291;0;UK_Card;0;Master
25147;2019-01-30 13:28:12;Germany;291;0;Simplecard;0;Master
25148;2019-01-30 13:31:28;Austria;253;0;UK_Card;0;Master
25149;2019-01-30 13:38:11;Austria;222;1;UK_Card;0;Visa
25150;2019-01-30 13:40:27;Austria;285;0;Simplecard;0;Master
25151;2019-01-30 13:40:31;Austria;285;0;UK_Card;0;Master
25152;2019-01-30 13:41:29;Austria;285;0;Moneycard;0;Master
25153;2019-01-30 13:42:15;Austria;285;0;UK_Card;0;Master
25154;2019-01-30 13:42:29;Austria;285;0;UK_Card;0;Master
25155;2019-01-30 13:43:01;Austria;285;1;Goldcard;0;Master
25156;2019-01-30 13:54:16;Germany;113;0;Moneycard;1;Master
25157;2019-01-30 13:55:24;Austria;166;0;UK_Card;0;Master
25158;2019-01-30 13:55:33;Austria;166;1;Goldcard;0;Master
25159;2019-01-30 13:57:55;Germany;194;0;Simplecard;0;Master
25160;2019-01-30 13:59:10;Germany;118;1;Simplecard;0;Diners
25161;2019-01-30 14:03:34;Germany;122;1;Moneycard;0;Master
25162;2019-01-30 14:05:10;Austria;392;1;UK_Card;1;Master
25163;2019-01-30 14:09:20;Austria;185;1;Simplecard;1;Diners
25164;2019-01-30 14:13:26;Germany;254;0;UK_Card;0;Master
25165;2019-01-30 14:14:23;Germany;254;0;UK_Card;0;Master
25166;2019-01-30 14:15:18;Germany;254;0;Moneycard;0;Master
25167;2019-01-30 14:15:42;Germany;254;0;UK_Card;0;Master
25168;2019-01-30 14:18:47;Germany;42;1;Moneycard;0;Master
25169;2019-01-30 14:21:29;Germany;246;0;Moneycard;0;Master
25170;2019-01-30 14:22:16;Germany;246;1;Simplecard;0;Master
25171;2019-01-30 14:24:35;Switzerland;174;0;Moneycard;0;Visa
25172;2019-01-30 14:26:01;Germany;222;0;Simplecard;0;Master
25173;2019-01-30 14:26:09;Germany;222;0;UK_Card;0;Master
25174;2019-01-30 14:27:03;Germany;222;0;UK_Card;0;Master
25175;2019-01-30 14:27:23;Germany;222;0;UK_Card;0;Master
25176;2019-01-30 14:28:26;Germany;205;1;Simplecard;0;Diners
25177;2019-01-30 14:34:19;Austria;208;0;Simplecard;0;Master
25178;2019-01-30 14:38:24;Germany;246;0;UK_Card;0;Master
25179;2019-01-30 14:41:08;Germany;397;0;UK_Card;1;Master
25180;2019-01-30 14:41:27;Germany;397;0;UK_Card;1;Master
25181;2019-01-30 14:41:54;Germany;397;0;Simplecard;1;Master
25182;2019-01-30 14:43:14;Austria;329;0;Moneycard;0;Master
25183;2019-01-30 14:44:24;Germany;151;0;Moneycard;0;Visa
25184;2019-01-30 14:45:40;Austria;139;0;UK_Card;1;Master
25185;2019-01-30 14:46:33;Austria;139;0;Simplecard;1;Master
25186;2019-01-30 14:48:02;Austria;112;0;Moneycard;0;Diners
25187;2019-01-30 14:48:03;Austria;112;0;UK_Card;0;Diners
25188;2019-01-30 14:48:35;Austria;112;0;UK_Card;0;Diners
25189;2019-01-30 14:51:40;Germany;257;0;UK_Card;0;Master
25190;2019-01-30 14:52:22;Germany;257;0;UK_Card;0;Master
25191;2019-01-30 14:52:41;Germany;257;0;UK_Card;0;Master
25192;2019-01-30 14:53:13;Germany;257;0;UK_Card;0;Master
25193;2019-01-30 14:54:44;Germany;230;0;Simplecard;0;Visa
25194;2019-01-30 14:58:39;Austria;162;0;UK_Card;0;Master
25195;2019-01-30 15:03:57;Austria;265;0;Simplecard;0;Master
25196;2019-01-30 15:05:45;Germany;452;1;UK_Card;0;Master
25197;2019-01-30 15:11:02;Switzerland;329;0;Simplecard;0;Master
25198;2019-01-30 15:14:39;Germany;260;0;UK_Card;1;Visa
25199;2019-01-30 15:15:01;Germany;260;0;UK_Card;1;Visa
25200;2019-01-30 15:15:33;Germany;260;1;Simplecard;1;Visa
25201;2019-01-30 15:17:06;Austria;95;0;UK_Card;0;Visa
25202;2019-01-30 15:17:23;Austria;95;0;UK_Card;0;Visa
25203;2019-01-30 15:17:32;Austria;95;1;UK_Card;0;Visa
25204;2019-01-30 15:19:10;Austria;165;0;Moneycard;0;Visa
25205;2019-01-30 15:21:05;Austria;227;0;Simplecard;0;Master
25206;2019-01-30 15:24:14;Austria;44;1;Moneycard;1;Master
25207;2019-01-30 15:27:33;Germany;199;1;Moneycard;0;Master
25208;2019-01-30 15:28:37;Switzerland;268;0;UK_Card;0;Visa
25209;2019-01-30 15:29:07;Switzerland;268;0;UK_Card;0;Visa
25210;2019-01-30 15:31:56;Austria;34;0;Simplecard;0;Master
25211;2019-01-30 15:33:32;Germany;287;0;UK_Card;0;Master
25212;2019-01-30 15:34:43;Switzerland;303;0;Moneycard;1;Master
25213;2019-01-30 15:37:49;Germany;29;0;Goldcard;0;Master
25214;2019-01-30 15:38:30;Germany;29;1;UK_Card;0;Master
25215;2019-01-30 15:40:30;Germany;173;0;UK_Card;0;Diners
25216;2019-01-30 15:41:06;Germany;173;0;Simplecard;0;Diners
25217;2019-01-30 15:41:34;Germany;173;0;Simplecard;0;Diners
25218;2019-01-30 15:43:57;Switzerland;30;0;UK_Card;0;Master
25219;2019-01-30 15:44:19;Switzerland;30;0;Simplecard;0;Master
25220;2019-01-30 15:44:52;Switzerland;30;0;UK_Card;0;Master
25221;2019-01-30 15:45:04;Switzerland;30;1;Simplecard;0;Master
25222;2019-01-30 15:46:22;Austria;123;0;UK_Card;0;Master
25223;2019-01-30 15:46:48;Austria;123;1;UK_Card;0;Master
25224;2019-01-30 15:47:51;Austria;194;0;Simplecard;0;Visa
25225;2019-01-30 15:52:37;Switzerland;129;1;UK_Card;1;Visa
25226;2019-01-30 15:53:39;Germany;187;0;UK_Card;0;Diners
25227;2019-01-30 15:54:41;Switzerland;153;1;Simplecard;1;Master
25228;2019-01-30 16:05:05;Switzerland;45;0;UK_Card;0;Master
25229;2019-01-30 16:06:08;Austria;233;0;UK_Card;0;Visa
25230;2019-01-30 16:07:46;Germany;215;0;Simplecard;1;Master
25231;2019-01-30 16:09:01;Germany;111;0;UK_Card;0;Master
25232;2019-01-30 16:09:05;Germany;111;1;UK_Card;0;Master
25233;2019-01-30 16:11:29;Germany;316;0;Simplecard;0;Master
25234;2019-01-30 16:14:10;Germany;14;1;UK_Card;0;Master
25235;2019-01-30 16:16:16;Germany;129;0;Moneycard;0;Master
25236;2019-01-30 16:17:39;Austria;273;1;Moneycard;0;Master
25237;2019-01-30 16:19:09;Austria;346;1;UK_Card;1;Master
25238;2019-01-30 16:20:29;Germany;7;0;Moneycard;0;Master
25239;2019-01-30 16:20:33;Germany;7;0;UK_Card;0;Master
25240;2019-01-30 16:21:45;Austria;286;0;UK_Card;0;Master
25241;2019-01-30 16:22:49;Germany;252;0;UK_Card;0;Master
25242;2019-01-30 16:23:03;Germany;252;0;UK_Card;0;Master
25243;2019-01-30 16:24:52;Switzerland;24;0;Moneycard;0;Master
25244;2019-01-30 16:25:19;Switzerland;24;0;UK_Card;0;Master
25245;2019-01-30 16:25:37;Switzerland;24;0;Simplecard;0;Master
25246;2019-01-30 16:30:01;Switzerland;58;0;UK_Card;0;Master
25247;2019-01-30 16:30:16;Switzerland;58;0;UK_Card;0;Master
25248;2019-01-30 16:31:34;Switzerland;151;0;UK_Card;0;Master
25249;2019-01-30 16:32:24;Switzerland;151;0;Simplecard;0;Master
25250;2019-01-30 16:33:37;Germany;264;1;Goldcard;1;Visa
25251;2019-01-30 16:35:35;Germany;103;1;Goldcard;1;Master
25252;2019-01-30 16:37:12;Switzerland;78;0;UK_Card;0;Master
25253;2019-01-30 16:37:27;Switzerland;78;0;Moneycard;0;Master
25254;2019-01-30 16:38:00;Switzerland;78;0;Simplecard;0;Master
25255;2019-01-30 16:38:24;Switzerland;78;0;UK_Card;0;Master
25256;2019-01-30 16:42:29;Germany;358;0;Goldcard;0;Master
25257;2019-01-30 16:45:09;Switzerland;204;0;UK_Card;1;Master
25258;2019-01-30 16:45:16;Switzerland;204;0;UK_Card;1;Master
25259;2019-01-30 16:48:14;Germany;266;0;UK_Card;0;Diners
25260;2019-01-30 16:50:21;Germany;102;0;UK_Card;0;Master
25261;2019-01-30 16:50:44;Germany;102;0;Simplecard;0;Master
25262;2019-01-30 16:50:50;Germany;102;0;UK_Card;0;Master
25263;2019-01-30 16:51:32;Germany;102;0;UK_Card;0;Master
25264;2019-01-30 16:51:52;Germany;102;0;UK_Card;0;Master
25265;2019-01-30 16:53:03;Austria;259;0;Simplecard;1;Visa
25266;2019-01-30 16:57:10;Germany;221;0;Moneycard;0;Master
25267;2019-01-30 16:57:37;Germany;221;0;Moneycard;0;Master
25268;2019-01-30 16:58:55;Germany;29;0;UK_Card;0;Visa
25269;2019-01-30 16:59:02;Germany;29;0;Simplecard;0;Visa
25270;2019-01-30 16:59:38;Germany;29;0;Moneycard;0;Visa
25271;2019-01-30 17:00:07;Germany;29;0;UK_Card;0;Visa
25272;2019-01-30 17:00:32;Germany;29;1;Simplecard;0;Visa
25273;2019-01-30 17:02:08;Germany;153;0;Simplecard;0;Diners
25274;2019-01-30 17:04:58;Switzerland;282;0;Simplecard;1;Master
25275;2019-01-30 17:06:18;Germany;116;0;Simplecard;0;Diners
25276;2019-01-30 17:10:43;Switzerland;216;0;Simplecard;0;Master
25277;2019-01-30 17:13:43;Austria;421;0;UK_Card;0;Master
25278;2019-01-30 17:14:07;Austria;421;0;UK_Card;0;Master
25279;2019-01-30 17:16:46;Switzerland;294;1;UK_Card;1;Diners
25280;2019-01-30 17:19:02;Germany;229;0;Simplecard;0;Visa
25281;2019-01-30 17:29:35;Germany;371;0;Simplecard;0;Master
25282;2019-01-30 17:31:55;Switzerland;41;1;Moneycard;0;Master
25283;2019-01-30 17:38:35;Germany;331;0;UK_Card;1;Visa
25284;2019-01-30 17:38:55;Germany;331;0;UK_Card;1;Visa
25285;2019-01-30 17:39:21;Germany;331;0;Simplecard;1;Visa
25286;2019-01-30 17:40:51;Germany;128;0;UK_Card;0;Diners
25287;2019-01-30 17:41:30;Germany;128;1;UK_Card;0;Diners
25288;2019-01-30 17:45:28;Austria;295;0;Simplecard;0;Master
25289;2019-01-30 17:45:56;Austria;295;0;Simplecard;0;Master
25290;2019-01-30 17:47:28;Switzerland;241;0;UK_Card;0;Master
25291;2019-01-30 17:48:28;Switzerland;241;0;Goldcard;0;Master
25292;2019-01-30 17:49:06;Switzerland;241;0;UK_Card;0;Master
25293;2019-01-30 17:51:50;Switzerland;269;0;Moneycard;1;Master
25294;2019-01-30 17:56:51;Germany;241;0;UK_Card;0;Visa
25295;2019-01-30 17:56:54;Germany;241;1;Simplecard;0;Visa
25296;2019-01-30 17:59:42;Germany;98;0;UK_Card;0;Visa
25297;2019-01-30 18:00:20;Germany;98;1;Simplecard;0;Visa
25298;2019-01-30 18:03:52;Germany;95;0;UK_Card;0;Master
25299;2019-01-30 18:03:56;Germany;95;1;Moneycard;0;Master
25300;2019-01-30 18:05:25;Germany;167;0;Simplecard;0;Master
25301;2019-01-30 18:06:57;Germany;101;0;Simplecard;0;Diners
25302;2019-01-30 18:08:15;Switzerland;254;1;Simplecard;1;Visa
25303;2019-01-30 18:08:15;Switzerland;254;0;UK_Card;1;Visa
25304;2019-01-30 18:10:13;Switzerland;35;0;UK_Card;0;Master
25305;2019-01-30 18:12:20;Germany;174;0;Simplecard;0;Master
